code,description,last_updated
65001003Do,cumentation of medical reason(s) for not administering or previously          Do,2025-09-01
65002004re,"ceiving pneumococcal vaccine (e.g., patient allergic reaction, potential",2025-09-01
65003004ad,verse drug reaction),2025-09-01
66001003Do,cumentation of patient reason(s) for not administering or previously          Do,2025-09-01
66002004re,"ceiving pneumococcal vaccine (e.g., patient refusal)",2025-09-01
67001003Pn,"eumococcal vaccine not administered or previously received, reason not given  No",2025-09-01
68001003Pa,tients receiving a first course of anti-tnf therapy                           1s,2025-09-01
69001003Pa,tient has documented immunity to hepatitis b and initiating anti-tnf therapy  Do,2025-09-01
70001003He,patitis b vaccine injection administered or previously received and is        He,2025-09-01
70002004re,ceiving a first course of anti-tnf therapy,2025-09-01
71001003Pa,tient not receiving a first course of anti-tnf therapy                        No,2025-09-01
72001003Ex,cised tissue evaluated by imaging intraoperatively to confirm successful      In,2025-09-01
72002004in,clusion of targeted lesion,2025-09-01
73001003Pa,tients with needle localization specimens which are not amenable to           Sp,2025-09-01
73002004in,"traoperative imaging such as mri needle wire localization, or targets which",2025-09-01
73003004ar,e tentatively identified on mammogram or ultrasound which do not contain a,2025-09-01
73004004bi,opsy marker but which can be verified on intraoperative inspection or,2025-09-01
73005004pa,"thology (e.g., needle biopsy site where the biopsy marker is remote from the",2025-09-01
73006004ac,tual biopsy site),2025-09-01
74001003Ex,cised tissue not evaluated by imaging intraoperatively to confirm successful  Ti,2025-09-01
74002004in,clusion of targeted lesion,2025-09-01
75001003Cl,inician diagnosed breast cancer preoperatively by a minimally invasive biopsy Br,2025-09-01
75002004me,thod,2025-09-01
76001003Do,cumentation of reason(s) for not performing minimally invasive biopsy to      Do,2025-09-01
76002004di,"agnose breast cancer preoperatively (e.g., lesion too close to skin, implant,",2025-09-01
76003004ch,"est wall, etc., lesion could not be adequately visualized for needle biopsy,",2025-09-01
76004004pa,"tient condition prevents needle biopsy [weight, breast thickness, etc.], duct",2025-09-01
76005004ex,"cision without imaging abnormality, prophylactic mastectomy, reduction",2025-09-01
76006004ma,"mmoplasty, excisional biopsy performed by another physician)",2025-09-01
77001003Cl,inician did not attempt to achieve the diagnosis of breast cancer             No,2025-09-01
77002004pr,"eoperatively by a minimally invasive biopsy method, reason not given",2025-09-01
78001003Se,ntinel lymph node biopsy procedure performed                                  Se,2025-09-01
79001003Cl,inically node negative (t1n0m0 or t2n0m0) invasive breast cancer              No,2025-09-01
80001003Do,"cumentation of reason(s) sentinel lymph node biopsy not performed (e.g.,      Se",2025-09-01
80002004re,"asons could include but not limited to; non-invasive cancer, incidental",2025-09-01
80003004di,"scovery of breast cancer on prophylactic mastectomy, incidental discovery of",2025-09-01
80004004br,"east cancer on reduction mammoplasty, pre-operative biopsy proven lymph node",2025-09-01
80005004(l,"n) metastases, inflammatory carcinoma, stage 3 locally advanced cancer,",2025-09-01
80006004re,"current invasive breast cancer, clinically node positive after neoadjuvant",2025-09-01
80007004sy,"stemic therapy, patient refusal after informed consent, patient with",2025-09-01
80008004si,"gnificant age, comorbidities, or limited life expectancy and favorable tumor;",2025-09-01
80009004ad,juvant systemic therapy unlikely to change),2025-09-01
81001003St,age of breast cancer is greater than t1n0m0 or t2n0m0                         Br,2025-09-01
82001003Se,"ntinel lymph node biopsy procedure not performed, reason not given            No",2025-09-01
83001003Bi,"opsy results reviewed, communicated, tracked and documented                   Re",2025-09-01
84001003Cl,inician documented reason that patient's biopsy results were not reviewed     Do,2025-09-01
85001003Bi,"opsy results not reviewed, communicated, tracked or documented                No",2025-09-01
86001003Mo,st recent blood pressure under control                                        Bp,2025-09-01
87001003Do,cumentation of medical reason(s) for most recent blood pressure not being     Do,2025-09-01
87002004un,"der control (e.g., patients with palliative goals or for whom treatment of",2025-09-01
87003004hy,pertension with standard treatment goals is not clinically appropriate),2025-09-01
88001003Mo,"st recent blood pressure not under control, results documented and reviewed   Bp",2025-09-01
89001003No,"documentation of blood pressure measurement, reason not given                No",2025-09-01
90001003Mo,"st recent ldl-c under control, results documented and reviewed                Ld",2025-09-01
91001003Do,cumentation of medical reason(s) for most recent ldl-c not under control      Do,2025-09-01
91002004(e,".g., patients with palliative goals for whom treatment of hypertension with",2025-09-01
91003004st,andard treatment goals is not clinically appropriate),2025-09-01
92001003Do,cumentation of medical reason(s) for not performing ldl-c test (e.g. patients Do,2025-09-01
92002004wi,th palliative goals or for whom treatment of hypertension with standard,2025-09-01
92003004tr,eatment goals is not clinically appropriate),2025-09-01
93001003Mo,"st recent ldl-c not under control, results documented and reviewed            Ld",2025-09-01
94001003Ld,"l-c not performed, reason not given                                           Ld",2025-09-01
95001003Or,al aspirin or other antithrombotic therapy prescribed                         An,2025-09-01
96001003Do,cumentation of medical reason(s) for not prescribing oral aspirin or other    Do,2025-09-01
96002004an,"tithrombotic therapy (e.g., patient documented to be low risk or patient with",2025-09-01
96003004te,rminal illness or treatment of hypertension with standard treatment goals is,2025-09-01
96004004no,"t clinically appropriate, or for whom risk of aspirin or other antithrombotic",2025-09-01
96005004th,erapy exceeds potential benefits such as for individuals whose blood pressure,2025-09-01
96006004is,poorly controlled),2025-09-01
97001003Or,"al aspirin or other antithrombotic therapy was not prescribed, reason not     An",2025-09-01
97002004gi,ven,2025-09-01
98001003I,intend to report the chronic obstructive pulmonary disease (copd) measures    Co,2025-09-01
98002004gr,oup,2025-09-01
99001003I,intend to report the inflammatory bowel disease (ibd) measures group          In,2025-09-01
00001003I,intend to report the sleep apnea measures group                               Ob,2025-09-01
02001003I,intend to report the dementia measures group                                  De,2025-09-01
03001003I,intend to report the parkinson's disease measures group                       Pa,2025-09-01
04001003I,intend to report the hypertension (htn) measures group                        Hy,2025-09-01
05001003I,intend to report the cardiovascular prevention measures group                 Ca,2025-09-01
06001003I,intend to report the cataract measures group                                  Ca,2025-09-01
07001003Pa,tient documented not to have experienced any of the following events: a burn  Pt,2025-09-01
07002004pr,ior to discharge; a fall within the facility; wrong,2025-09-01
07003004si,te/side/patient/procedure/implant event; or a hospital transfer or hospital,2025-09-01
07004004ad,mission upon discharge from the facility,2025-09-01
08001003Pa,tient documented to have received a burn prior to discharge                   Pt,2025-09-01
09001003Pa,tient documented not to have received a burn prior to discharge               Pt,2025-09-01
10001003Pa,tient documented to have experienced a fall within asc                        Pt,2025-09-01
11001003Pa,tient documented not to have experienced a fall within ambulatory surgical    Pt,2025-09-01
11002004ce,nter,2025-09-01
12001003Pa,"tient documented to have experienced a wrong site, wrong side, wrong patient, Pt",2025-09-01
12002004wr,ong procedure or wrong implant event,2025-09-01
13001003Pa,"tient documented not to have experienced a wrong site, wrong side, wrong      Pt",2025-09-01
13002004pa,"tient, wrong procedure or wrong implant event",2025-09-01
14001003Pa,tient documented to have experienced a hospital transfer or hospital          Pt,2025-09-01
14002004ad,mission upon discharge from asc,2025-09-01
15001003Pa,tient documented not to have experienced a hospital transfer or hospital      Pt,2025-09-01
15002004ad,mission upon discharge from asc,2025-09-01
16001003Pa,tient with preoperative order for iv antibiotic surgical site infection (ssi) Pt,2025-09-01
16002004pr,"ophylaxis, antibiotic initiated on time",2025-09-01
17001003Pa,tient with preoperative order for iv antibiotic surgical site infection (ssi) Pt,2025-09-01
17002004pr,"ophylaxis, antibiotic not initiated on time",2025-09-01
18001003Pa,tient without preoperative order for iv antibiotic surgical site infection    Pt,2025-09-01
18002004(s,si) prophylaxis,2025-09-01
23001003Cu,rrent or prior left ventricular ejection fraction (lvef) <= 40% or            Lv,2025-09-01
23002004do,cumentation of moderately or severely depressed left ventricular systolic,2025-09-01
